               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.12541,            0.015664,            0.029619,           0.0032417,              0.4878,           0.0055244,          0.00091186,             0.12961,           0.0096507,            0.028873,              0.0982,              0.0002,              0.0002
                   1,             0.12035,            0.015716,            0.030577,           0.0031732,              0.4878,           0.0052328,          0.00085942,             0.12661,            0.010116,            0.028043,            0.095499,          0.00049901,          0.00049901
                   2,             0.11829,            0.019327,            0.028987,           0.0031948,                 0.5,           0.0054948,          0.00081343,             0.11781,            0.011233,            0.026648,            0.092797,          0.00079683,          0.00079683
                   3,              0.1108,            0.020096,            0.028784,            0.003469,             0.54878,           0.0054448,          0.00076124,             0.10182,            0.012915,             0.02522,            0.090093,           0.0010935,           0.0010935
                   4,             0.10655,            0.025945,            0.027726,           0.0033555,             0.54878,            0.008352,           0.0013499,            0.091875,            0.014225,            0.024963,            0.087389,           0.0013889,           0.0013889
                   5,            0.098252,            0.023196,            0.027256,           0.0032366,             0.53659,            0.012534,           0.0019911,            0.090384,            0.014787,            0.024252,            0.084683,           0.0016832,           0.0016832
                   6,            0.097319,            0.027203,            0.026956,           0.0032501,             0.53659,            0.033788,           0.0039583,            0.090504,            0.014796,            0.022879,            0.081976,           0.0019762,           0.0019762
                   7,            0.092305,            0.025611,            0.026398,           0.0035093,             0.57317,            0.037173,           0.0047207,            0.089491,            0.014924,             0.02233,            0.079268,           0.0022681,           0.0022681
                   8,            0.089975,            0.029794,            0.025682,           0.0035165,             0.57317,            0.074248,            0.014105,            0.087817,             0.01488,            0.021881,            0.076559,           0.0025588,           0.0025588
                   9,            0.088741,            0.031124,            0.024668,            0.034723,             0.45122,            0.093993,            0.018896,            0.087379,             0.01482,            0.021455,            0.073848,           0.0028483,           0.0028483
                  10,            0.088002,             0.02646,            0.023783,            0.051606,             0.26829,            0.068768,            0.017324,            0.084187,            0.013892,             0.02115,            0.071137,           0.0031366,           0.0031366
                  11,            0.084876,            0.028037,            0.023308,              0.6444,             0.46341,             0.37716,            0.084832,            0.081566,            0.014634,            0.021565,            0.068424,           0.0034238,           0.0034238
                  12,            0.081296,            0.028778,            0.022777,              0.5528,             0.32927,            0.085289,            0.021297,            0.075784,            0.014207,            0.020645,             0.06571,           0.0037097,           0.0037097
                  13,            0.081661,            0.025145,            0.022623,             0.64119,             0.43902,             0.17849,            0.036499,            0.075078,            0.014447,            0.019978,            0.062994,           0.0039945,           0.0039945
                  14,            0.079862,            0.028795,            0.022767,             0.68249,              0.4878,             0.47932,             0.13596,            0.073319,             0.01376,            0.019446,            0.060278,            0.004278,            0.004278
                  15,            0.080689,             0.02223,            0.022223,             0.39736,             0.32714,             0.24428,            0.064441,            0.074909,            0.014086,             0.01949,             0.05756,           0.0045604,           0.0045604
                  16,            0.077746,            0.023687,            0.022017,             0.71777,             0.46341,             0.53736,             0.18767,            0.072083,            0.013193,            0.018343,            0.054842,           0.0048416,           0.0048416
                  17,            0.071066,            0.024399,            0.021705,              0.1807,             0.73171,             0.31877,            0.070048,            0.074344,             0.01299,             0.01787,            0.052122,           0.0051216,           0.0051216
                  18,            0.083743,            0.023048,             0.02193,             0.89849,             0.45122,             0.51714,             0.25256,            0.077098,            0.012017,            0.016977,              0.0494,           0.0054004,           0.0054004
                  19,            0.078025,            0.020707,            0.021549,            0.071742,             0.62195,            0.085758,            0.025568,             0.07301,             0.01294,            0.016827,            0.046678,            0.005678,            0.005678
                  20,            0.080301,            0.023724,            0.021557,             0.14513,             0.59756,             0.17267,            0.055083,            0.073903,            0.013676,            0.016383,            0.043954,           0.0059545,           0.0059545
                  21,             0.07448,            0.020908,            0.021466,             0.35178,              0.5306,             0.36604,             0.13201,            0.078606,             0.01262,            0.015935,             0.04123,           0.0062297,           0.0062297
                  22,            0.078722,            0.019332,            0.021097,            0.088425,                 0.5,             0.11634,            0.050206,            0.080114,            0.013356,            0.015702,            0.038504,           0.0065038,           0.0065038
                  23,            0.080687,            0.020621,            0.020674,             0.10109,             0.52439,             0.11975,            0.047436,            0.081178,            0.012911,            0.015813,            0.035777,           0.0067767,           0.0067767
                  24,            0.077379,            0.021389,             0.02033,             0.37005,             0.53659,             0.37396,             0.10713,             0.08139,            0.011419,            0.015263,            0.033048,           0.0070484,           0.0070484
                  25,              0.0752,              0.0225,            0.020956,             0.18364,             0.47561,             0.23282,             0.11143,            0.095137,            0.009861,            0.015033,            0.030319,           0.0073188,           0.0073188
                  26,            0.088607,            0.017422,            0.020454,             0.29088,             0.62195,             0.40855,             0.18681,            0.076959,            0.010946,            0.015037,            0.027588,           0.0075882,           0.0075882
                  27,            0.078328,            0.021945,            0.020615,             0.25366,                 0.5,             0.53869,             0.20176,            0.076134,            0.010608,            0.015097,            0.024856,           0.0078563,           0.0078563
                  28,            0.078753,            0.018917,            0.020282,             0.25366,                 0.5,             0.53869,             0.20176,            0.076134,            0.010608,            0.015097,            0.022123,           0.0081232,           0.0081232
                  29,            0.076705,            0.019535,            0.020814,             0.28249,             0.52666,             0.58192,              0.2644,            0.071959,            0.011131,            0.015079,            0.019389,            0.008389,            0.008389
                  30,            0.072765,            0.019291,            0.020764,             0.19537,             0.55744,             0.41007,             0.22623,            0.068497,            0.011115,            0.014904,            0.016654,           0.0086535,           0.0086535
                  31,            0.073024,            0.019732,            0.020189,            0.088665,             0.52439,             0.14541,            0.056689,            0.098565,           0.0079753,            0.014654,            0.013917,           0.0089169,           0.0089169
