               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.11298,            0.017277,            0.052591,           0.0020048,             0.48228,           0.0028516,          0.00066546,            0.099276,            0.012232,             0.05365,               0.091,               0.001,               0.001
                   1,            0.098201,            0.022079,            0.048334,           0.0019272,             0.52435,           0.0040933,           0.0010037,            0.089148,             0.01384,            0.049163,             0.08109,           0.0020896,           0.0020896
                   2,            0.091365,            0.023305,            0.043289,             0.65922,             0.18361,             0.13899,            0.031482,            0.080047,            0.014253,            0.041593,            0.071168,           0.0031683,           0.0031683
                   3,            0.084099,            0.022522,            0.038219,             0.87778,             0.19672,             0.17422,             0.04243,            0.075041,            0.014536,            0.034473,            0.061236,           0.0042361,           0.0042361
                   4,             0.07923,            0.021945,            0.032269,             0.96749,             0.18579,             0.22537,            0.073129,            0.073058,            0.015687,            0.027137,            0.051293,           0.0052931,           0.0052931
                   5,            0.077244,            0.021683,            0.029433,             0.98873,             0.18033,             0.30472,            0.085243,            0.074384,            0.013932,            0.021932,            0.041339,           0.0063391,           0.0063391
                   6,            0.075016,            0.021331,            0.023795,             0.59703,             0.31499,              0.3315,            0.086688,            0.070132,            0.013642,            0.017138,            0.031374,           0.0073743,           0.0073743
                   7,            0.074482,            0.019201,            0.021119,             0.71788,               0.225,            0.076668,             0.02805,            0.080613,             0.01178,            0.013512,            0.021399,           0.0083985,           0.0083985
                   8,            0.075484,            0.018082,            0.016563,             0.53783,             0.29534,             0.35822,              0.1231,             0.07538,            0.011541,             0.01171,            0.011412,           0.0094119,           0.0094119
                   9,            0.077077,             0.01869,            0.014752,             0.37291,              0.4868,             0.34367,            0.095592,            0.072323,            0.010797,           0.0091937,           0.0095545,           0.0095545,           0.0095545
                  10,            0.072422,            0.017801,            0.012344,             0.48484,              0.4156,             0.37873,              0.1037,            0.065097,            0.011561,           0.0081306,           0.0095545,           0.0095545,           0.0095545
                  11,            0.068297,            0.017795,            0.011038,             0.45463,             0.29435,             0.32583,             0.11548,            0.067478,            0.010678,           0.0078189,            0.009505,            0.009505,            0.009505
                  12,            0.066866,            0.017264,           0.0097436,             0.51582,             0.44526,             0.45129,             0.19263,            0.063824,            0.010461,           0.0062639,           0.0094555,           0.0094555,           0.0094555
                  13,            0.064634,            0.016622,           0.0092133,             0.44956,             0.58797,             0.56547,             0.18646,            0.065628,           0.0095794,            0.005282,            0.009406,            0.009406,            0.009406
                  14,            0.060738,            0.016363,           0.0077306,             0.46806,             0.74776,             0.63811,             0.24082,            0.055598,           0.0097045,           0.0038285,           0.0093565,           0.0093565,           0.0093565
                  15,            0.062778,            0.015079,           0.0072487,             0.61921,             0.84518,             0.83858,             0.31368,            0.059218,           0.0089912,           0.0033848,            0.009307,            0.009307,            0.009307
                  16,            0.061351,            0.014884,           0.0067265,             0.65066,             0.63551,             0.71994,             0.29683,            0.049231,           0.0092913,           0.0031838,           0.0092575,           0.0092575,           0.0092575
                  17,            0.056727,            0.014667,           0.0069118,             0.52553,             0.79273,             0.72618,             0.26683,            0.055958,           0.0086071,           0.0029764,            0.009208,            0.009208,            0.009208
                  18,            0.056484,            0.013129,           0.0057975,             0.59561,             0.80586,              0.7185,             0.31269,            0.049178,           0.0077986,           0.0029993,           0.0091585,           0.0091585,           0.0091585
                  19,            0.056608,            0.014399,           0.0059389,             0.67557,             0.90808,             0.82302,             0.37365,            0.047471,           0.0077435,           0.0031496,            0.009109,            0.009109,            0.009109
