               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.12816,             0.01476,                   0,           0.0033333,                   1,           0.0074461,           0.0013919,            0.074831,            0.011538,                   0,              0.0982,              0.0002,              0.0002
                   1,             0.12596,             0.01407,                   0,           0.0033333,                   1,           0.0079173,           0.0019615,            0.072172,             0.01199,                   0,              0.0955,          0.00049975,          0.00049975
                   2,             0.12008,            0.016785,                   0,           0.0033333,                   1,           0.0078036,           0.0025028,            0.068267,            0.012622,                   0,            0.092799,          0.00079921,          0.00079921
                   3,             0.11224,            0.016958,                   0,           0.0033333,                   1,            0.020622,           0.0040611,            0.063507,            0.013426,                   0,            0.090098,           0.0010984,           0.0010984
                   4,            0.096895,            0.021764,                   0,           0.0066678,                   1,            0.027878,           0.0056937,             0.05807,            0.014158,                   0,            0.087397,           0.0013972,           0.0013972
                   5,            0.084003,            0.022991,                   0,            0.012002,             0.95556,            0.024771,           0.0063673,            0.052924,             0.01503,                   0,            0.084696,           0.0016958,           0.0016958
                   6,            0.081499,            0.023612,                   0,             0.03145,             0.71111,            0.037532,            0.010026,            0.047052,            0.015543,                   0,            0.081994,           0.0019941,           0.0019941
                   7,            0.075804,            0.022127,                   0,           0.0038882,                   1,            0.022688,           0.0060721,            0.043202,            0.016056,                   0,            0.079292,            0.002292,            0.002292
                   8,             0.07515,            0.027407,                   0,            0.019844,                   1,            0.052659,            0.013615,            0.038614,            0.015904,                   0,             0.07659,           0.0025897,           0.0025897
                   9,            0.069828,            0.025067,                   0,            0.081649,             0.40505,             0.12204,            0.044178,            0.034748,            0.016156,                   0,            0.073887,           0.0028871,           0.0028871
                  10,            0.065788,            0.025896,                   0,             0.44844,             0.55556,              0.5114,             0.21714,            0.037709,            0.013822,                   0,            0.071184,           0.0031842,           0.0031842
                  11,            0.067752,            0.024152,                   0,             0.53042,             0.93333,             0.72373,             0.28941,            0.032644,             0.01388,                   0,            0.068481,           0.0034809,           0.0034809
                  12,            0.062771,            0.024747,                   0,             0.42895,             0.66772,             0.51939,             0.13544,             0.03679,            0.013222,                   0,            0.065777,           0.0037774,           0.0037774
                  13,            0.063416,            0.026308,                   0,             0.46088,             0.86667,             0.49397,             0.12811,            0.040901,            0.013163,                   0,            0.063074,           0.0040736,           0.0040736
                  14,            0.056061,            0.022044,                   0,             0.79875,             0.97778,             0.95424,             0.52698,            0.035319,            0.013742,                   0,             0.06037,           0.0043695,           0.0043695
                  15,             0.05743,            0.019157,                   0,             0.46534,                   1,             0.48145,             0.18498,            0.051349,            0.012675,                   0,            0.057665,           0.0046651,           0.0046651
                  16,            0.056331,            0.020437,                   0,             0.33031,                   1,             0.38148,             0.14084,            0.053517,            0.013886,                   0,             0.05496,           0.0049604,           0.0049604
                  17,            0.060811,             0.01879,                   0,             0.52593,             0.88889,             0.85207,             0.30073,            0.040842,            0.014574,                   0,            0.052255,           0.0052554,           0.0052554
                  18,            0.056985,            0.021502,                   0,             0.33066,                   1,             0.38477,             0.15528,            0.052457,            0.014697,                   0,             0.04955,           0.0055501,           0.0055501
                  19,            0.058064,            0.019398,                   0,             0.79498,                   1,             0.98881,             0.39977,            0.038716,            0.015472,                   0,            0.046845,           0.0058445,           0.0058445
                  20,            0.053674,             0.01952,                   0,             0.46725,                   1,             0.49164,             0.18486,            0.049534,            0.015513,                   0,            0.044139,           0.0061386,           0.0061386
                  21,            0.057437,            0.016526,                   0,             0.47938,             0.97778,             0.73481,             0.24454,            0.052178,            0.014751,                   0,            0.041432,           0.0064324,           0.0064324
                  22,            0.061211,            0.019122,                   0,             0.50055,                   1,             0.68891,             0.32389,             0.04119,            0.015303,                   0,            0.038726,           0.0067259,           0.0067259
                  23,            0.056016,            0.018792,                   0,             0.52249,                   1,             0.70984,             0.20091,            0.043025,            0.013746,                   0,            0.036019,           0.0070192,           0.0070192
                  24,            0.055592,            0.020116,                   0,             0.89053,             0.88889,             0.92497,             0.17588,            0.052724,            0.013366,                   0,            0.033312,           0.0073121,           0.0073121
                  25,            0.070298,            0.017196,                   0,             0.54126,             0.73416,             0.81521,             0.21449,            0.047646,            0.011558,                   0,            0.030605,           0.0076047,           0.0076047
                  26,             0.05574,            0.019077,                   0,             0.60942,             0.66667,             0.80694,             0.21564,            0.046123,            0.010838,                   0,            0.027897,            0.007897,            0.007897
                  27,            0.058269,            0.017573,                   0,             0.79449,             0.64444,             0.80559,             0.39949,            0.045239,            0.011376,                   0,            0.025189,           0.0081891,           0.0081891
                  28,             0.06586,             0.01646,                   0,             0.79449,             0.64444,             0.80559,             0.39949,            0.045239,            0.011376,                   0,            0.022481,           0.0084808,           0.0084808
                  29,            0.057919,            0.018404,                   0,             0.92523,             0.77778,             0.95034,             0.42408,            0.034004,             0.01121,                   0,            0.019772,           0.0087722,           0.0087722
                  30,            0.054554,             0.01923,                   0,             0.44386,             0.88889,             0.68067,             0.21173,            0.040169,            0.011118,                   0,            0.017063,           0.0090634,           0.0090634
                  31,            0.060973,            0.015574,                   0,              0.6777,             0.93455,              0.8177,             0.44468,             0.03873,            0.010398,                   0,            0.014354,           0.0093542,           0.0093542
                  32,            0.058839,             0.01707,                   0,              0.6777,             0.93455,              0.8177,             0.44468,             0.03873,            0.010398,                   0,            0.011645,           0.0096448,           0.0096448
                  33,            0.049958,            0.015801,                   0,             0.96035,                   1,               0.995,             0.33271,            0.039082,             0.01013,                   0,           0.0098367,           0.0098367,           0.0098367
                  34,            0.046585,             0.01877,                   0,             0.89582,             0.86667,             0.93856,             0.31914,            0.043447,           0.0087791,                   0,           0.0098367,           0.0098367,           0.0098367
                  35,            0.050556,            0.017308,                   0,             0.88962,             0.89563,             0.95515,             0.62788,            0.034213,           0.0099013,                   0,           0.0098317,           0.0098317,           0.0098317
                  36,            0.060812,            0.014638,                   0,             0.88962,             0.89563,             0.95515,             0.62788,            0.034213,           0.0099013,                   0,           0.0098268,           0.0098268,           0.0098268
                  37,            0.050806,            0.017533,                   0,             0.93473,             0.93333,             0.99034,             0.60696,             0.02767,           0.0098976,                   0,           0.0098218,           0.0098218,           0.0098218
                  38,            0.049343,            0.017598,                   0,             0.65243,                   1,             0.94391,             0.40565,            0.040003,           0.0085861,                   0,           0.0098169,           0.0098169,           0.0098169
                  39,            0.052995,            0.014518,                   0,                   1,             0.97062,             0.99457,             0.67732,            0.033098,           0.0092799,                   0,           0.0098119,           0.0098119,           0.0098119
                  40,            0.053882,            0.015688,                   0,                   1,             0.97062,             0.99457,             0.67732,            0.033098,           0.0092799,                   0,            0.009807,            0.009807,            0.009807
                  41,            0.044061,            0.015667,                   0,             0.97817,             0.99595,             0.99413,             0.58713,            0.031177,           0.0096909,                   0,            0.009802,            0.009802,            0.009802
                  42,             0.04497,            0.015226,                   0,             0.89442,                   1,             0.99205,             0.56738,            0.036137,            0.010597,                   0,            0.009797,            0.009797,            0.009797
                  43,             0.05212,            0.015457,                   0,             0.48254,             0.95556,              0.7105,             0.25792,             0.03436,            0.010717,                   0,           0.0097921,           0.0097921,           0.0097921
                  44,            0.049334,            0.015113,                   0,             0.48254,             0.95556,              0.7105,             0.25792,             0.03436,            0.010717,                   0,           0.0097871,           0.0097871,           0.0097871
                  45,            0.045633,             0.01565,                   0,             0.59676,             0.95556,             0.84149,             0.29964,            0.028773,            0.010544,                   0,           0.0097822,           0.0097822,           0.0097822
                  46,            0.042644,             0.01545,                   0,             0.49874,                   1,              0.7201,             0.24944,            0.036161,            0.010259,                   0,           0.0097773,           0.0097773,           0.0097773
                  47,            0.046657,            0.016106,                   0,             0.59842,             0.97778,             0.93702,             0.43761,             0.02824,            0.010538,                   0,           0.0097723,           0.0097723,           0.0097723
                  48,            0.061216,            0.013871,                   0,             0.59842,             0.97778,             0.93702,             0.43761,             0.02824,            0.010538,                   0,           0.0097674,           0.0097674,           0.0097674
                  49,            0.048317,            0.014314,                   0,             0.67944,             0.97778,              0.9493,             0.40364,            0.028602,           0.0093613,                   0,           0.0097624,           0.0097624,           0.0097624
                  50,            0.047542,            0.013801,                   0,             0.60429,             0.95024,             0.88105,             0.23435,            0.036118,           0.0082837,                   0,           0.0097575,           0.0097575,           0.0097575
                  51,            0.047872,            0.013879,                   0,             0.90506,                   1,             0.93378,             0.42793,            0.028303,           0.0085831,                   0,           0.0097525,           0.0097525,           0.0097525
                  52,            0.055209,            0.011836,                   0,             0.90506,                   1,             0.93378,             0.42793,            0.028303,           0.0085831,                   0,           0.0097476,           0.0097476,           0.0097476
                  53,            0.045778,            0.015145,                   0,             0.99778,                   1,               0.995,             0.54802,            0.024644,           0.0075969,                   0,           0.0097426,           0.0097426,           0.0097426
                  54,            0.047134,            0.012725,                   0,             0.48201,             0.93333,             0.58819,             0.18984,            0.038456,           0.0072442,                   0,           0.0097377,           0.0097377,           0.0097377
                  55,            0.053804,            0.013224,                   0,             0.47188,             0.97778,             0.69254,             0.29937,            0.034074,           0.0077505,                   0,           0.0097327,           0.0097327,           0.0097327
                  56,            0.047589,             0.01534,                   0,             0.47188,             0.97778,             0.69254,             0.29937,            0.034074,           0.0077505,                   0,           0.0097278,           0.0097278,           0.0097278
                  57,             0.05083,            0.014834,                   0,             0.52106,             0.97778,             0.69637,             0.37104,             0.02559,           0.0072668,                   0,           0.0097228,           0.0097228,           0.0097228
                  58,            0.044566,            0.013283,                   0,             0.98962,                   1,               0.995,             0.50209,            0.027692,           0.0066848,                   0,           0.0097179,           0.0097179,           0.0097179
                  59,            0.041836,            0.014928,                   0,             0.96547,             0.91111,             0.98705,              0.4589,            0.032443,           0.0076597,                   0,           0.0097129,           0.0097129,           0.0097129
                  60,            0.053095,            0.010947,                   0,             0.96547,             0.91111,             0.98705,              0.4589,            0.032443,           0.0076597,                   0,            0.009708,            0.009708,            0.009708
                  61,            0.048369,            0.012754,                   0,                   1,             0.97545,               0.995,             0.58073,            0.027198,           0.0073026,                   0,            0.009703,            0.009703,            0.009703
                  62,            0.045813,            0.012433,                   0,              0.7693,                   1,              0.8495,             0.59813,            0.022724,           0.0070516,                   0,            0.009698,            0.009698,            0.009698
                  63,            0.044683,            0.012839,                   0,             0.95596,             0.97778,             0.97314,              0.3988,             0.03173,           0.0067403,                   0,           0.0096931,           0.0096931,           0.0096931
                  64,            0.043298,            0.014794,                   0,             0.95596,             0.97778,             0.97314,              0.3988,             0.03173,           0.0067403,                   0,           0.0096881,           0.0096881,           0.0096881
                  65,            0.038259,            0.014132,                   0,             0.84586,                   1,             0.99457,             0.56973,            0.022228,           0.0062993,                   0,           0.0096832,           0.0096832,           0.0096832
                  66,            0.038412,            0.011821,                   0,             0.99171,                   1,               0.995,             0.54816,            0.030198,           0.0060892,                   0,           0.0096783,           0.0096783,           0.0096783
                  67,            0.043846,            0.013534,                   0,             0.99402,                   1,               0.995,             0.63844,            0.023871,           0.0061827,                   0,           0.0096733,           0.0096733,           0.0096733
                  68,            0.041844,            0.013523,                   0,             0.99402,                   1,               0.995,             0.63844,            0.023871,           0.0061827,                   0,           0.0096684,           0.0096684,           0.0096684
                  69,            0.038948,            0.010633,                   0,             0.98185,                   1,               0.995,             0.71181,             0.01888,           0.0057773,                   0,           0.0096634,           0.0096634,           0.0096634
                  70,            0.037111,            0.012365,                   0,             0.99305,                   1,               0.995,             0.63166,            0.024308,           0.0058886,                   0,           0.0096585,           0.0096585,           0.0096585
